,is_iceberg,not_iceberg,id,inc_angle,min1,max1,std1,med1,mean1,laplace1,sobel0_1,sobel1_1,kurtosis1,skewness1,min2,max2,std2,med2,mean2,laplace2,sobel0_2,sobel1_2,kurtosis2,skewness2
668,1,0,62e844e7,39.2166,-29.9389,4.042763,3.2430203299185427,-18.861807,-18.620339868444447,35.392799377441406,91.13502502441406,101.5341796875,8.054462778617777,1.7525110244750977,-38.607437,-14.000825,2.485315804205565,-26.568989,-26.60236852622222,34.535179138183594,86.60875701904297,81.83438873291016,3.0626525527627155,0.45781973004341125
669,0,1,796f23d4,41.8645,-30.625103,4.9781759999999995,2.8064610571717856,-19.388422,-19.411753558755557,22.064355850219727,86.08845520019531,110.39813232421875,11.533712240749367,1.5930607318878174,-38.332581,-5.988295,2.5561682642861197,-27.276066,-27.233044259555555,24.182905197143555,91.4852294921875,92.70451354980469,9.108783397844858,1.2030645608901978
670,1,0,74272c83,44.6239,-32.750069,8.4826,3.9734766512988595,-23.432907,-23.0919274304,37.54404830932617,105.84281158447266,129.91445922851562,14.243511791088899,2.7251882553100586,-38.125912,-9.922186,2.5299970861471794,-27.422192,-27.359304433422224,37.777793884277344,100.70999145507812,80.78608703613281,3.580324199255621,0.5012888312339783
671,0,1,8553004f,40.9806,-34.503738,-3.096975,2.328701048002726,-24.450672,-24.62874005937778,34.44636535644531,86.50562286376953,86.48424530029297,7.215691885597863,0.6201508045196533,-36.24659,-14.582911,2.2115261555068115,-25.789558,-26.0403134048,34.62506103515625,88.93824768066406,83.39054107666016,0.8954104337353646,-0.3286619782447815
672,0,1,4d6f2076,42.4133,-32.918045,-4.721129,2.418445245232268,-21.391777,-21.457975177066665,33.50417709350586,91.59938049316406,91.1412124633789,3.2071902671067054,0.2531300187110901,-38.295307,-14.211608,2.2597530189732904,-28.752121,-28.927929825777777,35.29637145996094,92.30697631835938,76.51200103759766,1.9390799116953552,-0.026258904486894608
673,1,0,67b63f9a,37.6866,-28.780281,6.927203,2.512587048235929,-19.367926,-19.340201157866666,33.238609313964844,87.52619171142578,88.14046478271484,12.656843206065647,1.4273158311843872,-36.544003000000004,-18.361391,2.1078279384676173,-26.379948,-26.481912588444445,35.92405700683594,82.6967544555664,74.32196807861328,0.7720467997997074,-0.45800837874412537
674,0,1,5fc0106f,41.9308,-30.181246,11.950058,3.8227923820082585,-20.017277,-19.644192584355554,32.783180236816406,117.18085479736328,140.4405975341797,13.569330683590106,2.472160816192627,-37.223125,-2.182158,2.934579959668662,-26.037111,-25.96575842542222,33.04167938232422,110.96006774902344,91.91943359375,8.834863587987423,1.59269380569458
675,0,1,68315739,34.0974,-24.238413,13.727235,3.1617965386285833,-12.253522,-12.139184213333333,27.70977210998535,116.11677551269531,134.34254455566406,9.72760369871703,1.639788031578064,-33.782722,1.8590369999999998,3.036431354421005,-23.594643,-23.463591379555552,31.725542068481445,115.69564819335938,93.2513656616211,16.555617053695915,2.6405675411224365
676,1,0,e8984ef2,38.8537,-32.633251,-8.708669,2.3078427278903106,-21.070465,-21.1326373552,26.785396575927734,92.22796630859375,87.7183837890625,1.4951919063413648,0.043593015521764755,-38.656303,-19.709175,2.1462571728887823,-26.614817,-26.77707845457778,27.972881317138672,92.73938751220703,76.73184204101562,0.638601584582779,-0.4647195339202881
677,0,1,1472a788,35.7411,-28.21637,8.118702,3.0544255037007875,-17.87151,-17.865169736711113,28.914024353027344,90.79719543457031,118.40726470947266,15.791232048419918,2.4101016521453857,-36.735611,1.055716,3.1074280606655265,-24.224127,-24.00553869013333,35.45885467529297,92.23239135742188,115.4622573852539,15.981171625939893,2.6668992042541504
678,1,0,34149d63,41.8664,-32.34079,-5.607479,2.2707082518095727,-20.457085,-20.534045217066666,27.066022872924805,91.87423706054688,81.65038299560547,1.6026350400319895,-0.03683575987815857,-37.201881,-16.375298,2.166329545092566,-26.320707,-26.393820787377773,32.3494987487793,95.71520233154297,70.30147552490234,1.0135510762638145,-0.4820077121257782
679,1,0,606412bc,40.3904,-27.765072,-0.8844879999999999,3.0352116632513413,-17.199596,-17.022934785955556,28.80401039123535,92.4230728149414,108.45124816894531,2.6303945701994973,0.806463897228241,-36.286015,-9.482403,3.0627274833297693,-25.542164,-25.310699852799996,33.161354064941406,96.10506439208984,100.40147399902344,3.4180869622486902,1.0559295415878296
680,1,0,fe376a63,39.9795,-30.804968,3.193135,4.918453272328603,-19.849884,-18.8988489328,42.82863998413086,115.158203125,154.23899841308594,2.712607299957063,1.480972409248352,-37.35194,-6.566009,3.696179225007323,-26.471199,-26.021261918222223,40.504737854003906,91.9144515991211,112.19268798828125,4.0495230719766395,1.4655742645263672
681,0,1,fc82c349,39.6576,-23.887072,7.635624,2.668714043871674,-14.047344,-14.115563303822224,26.004941940307617,93.97920227050781,97.11492156982422,8.120601701962586,1.2373936176300049,-34.6562,-6.665054,2.3729182445040915,-24.60335,-24.696397137066672,26.610593795776367,92.27366638183594,82.86324310302734,5.6333506927099055,0.8115379214286804
682,1,0,699105e7,39.545,-33.87962,6.191817,2.890562144306159,-24.338377,-24.307347269866668,31.382877349853516,96.27464294433594,110.5653076171875,21.049933064227453,2.676488161087036,-36.380383,-14.715361,2.1436680445095693,-26.520138,-26.633400551644442,26.13783836364746,83.11798858642578,79.51667785644531,1.4426227487355279,-0.1476491391658783
683,1,0,b095a438,34.4709,-27.308016,-1.144687,2.511093604249386,-13.795589,-13.90655209991111,35.005367279052734,91.96586608886719,95.78446960449219,1.2212029322354132,0.041441839188337326,-33.655724,-14.067699,2.2072160184335505,-23.681931,-23.878836138666664,41.41864013671875,79.45934295654297,79.69918823242188,0.74164233648104,-0.20897366106510162
684,0,1,fd1f0c9b,37.2978,-35.672157,-0.910276,3.137557926541964,-23.630592,-23.48812140017778,29.54799461364746,108.11106872558594,127.55575561523438,5.980038702751498,1.3146188259124756,-37.609993,-12.148137,2.33578899179616,-26.126623,-26.173642849422226,27.70661163330078,93.45957946777344,83.0938491821289,1.689997460121159,-0.006879786495119333
685,1,0,7522fbbe,45.2814,-33.396133,-10.842217,2.2194514886844576,-22.514317,-22.680738070222223,31.840572357177734,89.15579223632812,75.4688720703125,1.294767785748352,-0.22807534039020538,-34.151299,-17.594063,2.140547783283413,-24.348438,-24.471568262577776,34.024051666259766,93.6632080078125,73.25367736816406,0.33779287324352936,-0.4556581974029541
686,1,0,1dfd85d3,42.559,-33.62302,-6.514906,2.518163483802107,-21.402227,-21.434295459022223,25.554908752441406,84.82303619384766,97.38905334472656,2.53107970423616,0.41881877183914185,-39.641769,-14.782228,2.3904199531625983,-28.358101,-28.450224057599996,31.159805297851562,95.09568786621094,81.8395004272461,2.563879024519361,0.33482566475868225
687,0,1,9746de5e,40.9806,-33.080959,15.369583,5.343717716036408,-23.104401,-22.00339774151111,36.992523193359375,158.7343292236328,132.9231414794922,12.690288120063242,2.912541389465332,-39.798309,0.259154,3.225756264099929,-26.416666,-26.102219963377777,31.505138397216797,123.41813659667969,86.65708923339844,17.0777896041166,2.8651907444000244
688,0,1,7a836d1f,43.1083,-37.103756,-13.157138,2.3756531452911474,-27.559273,-27.54502220817778,37.11604309082031,97.01605224609375,81.1691665649414,2.1493553781178125,0.11337454617023468,-39.600516999999996,-23.56739,2.128648093222048,-29.588821,-29.68559525902222,34.9714241027832,88.21720886230469,68.3780746459961,0.433365616736884,-0.48975807428359985
689,1,0,4766f967,42.8454,-39.616566,11.117883,6.760445650615542,-27.221365,-25.5128106144,60.745079040527344,145.076171875,158.04624938964844,5.086747541455166,1.997114896774292,-41.202663,-3.723042,4.550017282661953,-30.571363,-29.848931790222224,49.1428108215332,117.29723358154297,114.81651306152344,6.634044587768763,2.1439764499664307
690,0,1,8d1fa9f8,36.5865,-26.486404,4.56527,2.790284881700325,-15.822167,-15.836255209599999,27.852066040039062,105.27207946777344,106.93377685546875,7.1077698961674205,1.149228572845459,-35.734488999999996,-4.558858,2.7393321445931416,-25.105736,-25.178109724088888,30.15010643005371,110.46185302734375,86.20271301269531,9.269586576925263,1.5820335149765015
691,0,1,3268312d,34.0184,-23.956108,11.356315,2.8476533586923214,-13.263116,-13.190971575999999,28.75919532775879,96.8465576171875,139.02224731445312,6.133400747465485,0.9028709530830383,-33.719971,-8.576899,2.3289875717183848,-23.958149,-24.046684487999997,30.921310424804688,89.3736801147461,80.13597106933594,5.0792380260657115,0.6588868498802185
692,1,0,63d60bde,36.9034,-32.170399,2.271797,2.666807596745091,-21.204372,-21.086152293511113,33.16497039794922,88.88312530517578,83.62531280517578,9.42817449612683,1.410018801689148,-40.128155,-15.955991,2.2763646977328285,-27.733608,-27.903329225066667,36.161739349365234,86.22718811035156,81.1751708984375,2.151739418969875,-0.017743222415447235
693,0,1,56be26ac,43.851,-35.120911,15.366069,4.8624104851004155,-23.755348,-23.097658014755556,44.488346099853516,118.5645980834961,210.77561950683594,15.01659361160571,3.060452699661255,-39.557587,4.071112,3.7503830397784426,-29.542747,-28.99870151751111,39.714927673339844,107.8233871459961,163.51980590820312,19.314437979307776,3.332237958908081
694,1,0,d3976936,34.4721,-36.848389,3.669703,2.6969152820667652,-25.827715,-25.837199965333337,45.73737716674805,95.92884063720703,89.00315856933594,20.296179580029847,2.265242576599121,-35.930294,-16.845444,2.1294139144878206,-26.104811,-26.36531754702222,42.69753646850586,79.10253143310547,70.85018157958984,0.4233004131661824,-0.3884564936161041
695,1,0,f4982195,42.559,-32.914478,-1.426069,3.334174891082402,-21.93989,-21.754571037155554,27.543333053588867,97.95177459716797,103.28752136230469,4.656941279677827,1.3692556619644165,-38.293221,-15.731953,2.4813217984082248,-28.347757,-28.52840362328889,30.336177825927734,89.84617614746094,78.0426254272461,2.4581786938481187,0.598048210144043
696,0,1,d2ba9103,40.3196,-33.844578,-6.642494,2.47106850250634,-23.833633,-23.864905242844443,29.71929359436035,86.85608673095703,108.329833984375,3.189435337488969,0.4637279212474823,-36.344666,-9.673113,2.1791168961512075,-27.468563,-27.41966890453333,29.975330352783203,84.54265594482422,78.77754211425781,4.812548307608084,0.3531317710876465
697,0,1,be2e5ed6,31.3701,-23.504917,17.616108,3.4218310923655766,-13.202969,-12.945286596977779,28.487152099609375,116.48431396484375,114.22940826416016,16.17304839502332,2.8021061420440674,-34.092312,1.849443,3.524961825232996,-24.330065,-24.002637390399997,35.915401458740234,111.41073608398438,98.35904693603516,14.881813315597306,2.9488961696624756
698,0,1,9ab2d2c4,40.4082,-29.806988,22.758228,4.797984966526773,-16.896322,-16.15617589688889,39.44121551513672,150.33905029296875,129.8389434814453,16.71186798588893,3.3072431087493896,-34.553387,7.946131,3.4049324710601607,-25.278397,-24.9475658256,32.22175979614258,121.63539123535156,104.34880828857422,16.743808042354125,2.8316450119018555
699,0,1,0a2e9a0a,43.1087,-37.113918,-5.6328949999999995,2.399199944499499,-25.632717,-25.75772838808889,30.04574203491211,89.84944152832031,92.76170349121094,7.086723283017243,0.8997276425361633,-39.613224,-13.737679,2.343677308026415,-30.068281,-30.00956487182222,36.25557327270508,97.07377624511719,84.59839630126953,2.7953174140403227,0.1931963413953781
700,1,0,e870fc10,44.6246,-38.146461,-13.179909,2.182821546143782,-28.604357,-28.8357044032,35.80759048461914,88.03736877441406,71.32421875,2.9892421293209495,-0.010634359903633595,-39.48608,-21.793106,2.095885657758767,-28.603798,-28.713663433955556,36.70354461669922,90.6751480102539,67.15784454345703,0.8221748619062716,-0.5306342244148254
701,0,1,bb9cffda,33.1855,-25.021353,7.7086559999999995,3.0694482473045044,-15.809407,-15.721110361955555,26.548660278320312,103.71077728271484,117.13639831542969,9.149382512996647,1.6528270244598389,-35.323559,-7.298671,2.4397538522460356,-24.551573,-24.531999378488884,29.94582176208496,97.30794525146484,69.93162536621094,6.922548239043959,1.0615427494049072
702,0,1,220fdeb8,43.1463,-38.282028,21.008566,6.619124229378891,-24.303205,-22.613540437511112,60.445640563964844,177.83218383789062,176.291259765625,8.479358844291317,2.430562973022461,-38.283897,4.165637,4.355586561520834,-28.741072,-28.223618889777775,43.74242401123047,123.55928039550781,115.53722381591797,12.7999275485047,2.808295488357544
703,1,0,ef96916d,45.2814,-32.056213,5.519373,3.6307597486428898,-22.110325,-21.745692626666667,36.36129379272461,99.00444793701172,116.50113677978516,11.726771408426027,2.607243299484253,-33.395374,-6.950459,2.51087322179389,-24.097527,-24.125902428444448,33.435218811035156,93.56226348876953,86.12348175048828,5.535339824673482,0.9669129848480225
704,1,0,22679531,35.6334,-35.026222,4.319477,3.0904770472306105,-22.046246,-21.824977115733333,34.129371643066406,96.46768951416016,97.4901123046875,12.11168863198925,2.043078660964966,-34.271332,-10.415695,2.2320864735504817,-24.725668,-24.7693157824,34.88023376464844,88.94952392578125,65.75364685058594,2.834645789663214,0.22845050692558289
705,1,0,fd47c6f9,39.2166,-35.465729,1.226805,3.2399937129582517,-22.794325,-22.56483051377778,39.18550109863281,108.92373657226562,109.8687973022461,9.114482013222469,1.8380130529403687,-39.903453999999996,-8.227053,2.4140354317495376,-26.838345,-27.015823396622224,36.533226013183594,83.31598663330078,85.45350646972656,4.5156447160187,0.4318450093269348
706,1,0,4b1a6229,43.2611,-31.067997,-3.975619,2.719506084611251,-21.706535,-21.571799225244444,29.21743392944336,93.79946899414062,100.70989990234375,4.579921902072847,0.8908872008323669,-39.587112,-14.011823,2.4401330223415245,-28.706617,-28.93425732657778,33.95669174194336,100.18311309814453,85.48623657226562,2.538423909633435,0.16065001487731934
707,0,1,f254749e,43.2567,-22.892582,7.3369,2.580586404349415,-11.920727,-12.078209286755555,25.857189178466797,94.98181915283203,94.8628921508789,2.6263944992758743,0.16701346635818481,-32.868961,-11.39616,2.4631948591887665,-22.891848,-23.05836336586667,25.293039321899414,82.53691864013672,82.36620330810547,0.28902467143577315,-0.16857288777828217
708,1,0,693a954a,44.6239,-34.198444,-1.346136,2.40650980097524,-22.559269,-22.542072592,30.26365089416504,88.02542114257812,94.03681182861328,6.727201194035068,0.7166202664375305,-36.963394,-18.123117,2.1748400749938197,-27.065256,-27.089191974933332,34.69632339477539,89.21726989746094,76.3594741821289,0.5507485396245007,-0.36828047037124634
709,1,0,6ce4fc19,35.2945,-24.786217,-2.598499,2.339990485497559,-14.401745,-14.495870427733333,34.504425048828125,82.42976379394531,83.55513763427734,0.870674295212317,0.021854454651474953,-32.987766,-14.84848,2.2034631830987026,-24.089172,-24.201946844977776,39.53765106201172,78.96520233154297,73.842041015625,0.5403136881996389,-0.20600983500480652
710,0,1,49f4d394,41.8505,-29.682367,8.78236,3.5873167692223515,-19.132854,-18.779616995733335,28.877220153808594,100.03026580810547,122.3193130493164,7.9992387279813855,1.834705114364624,-39.6917,-5.656316,3.1563058294792428,-26.630209,-26.457730301155554,33.412784576416016,97.82655334472656,105.49691009521484,6.216908143972923,1.5718187093734741
711,1,0,813e4924,34.4709,-25.090996,-1.181983,2.5371728851910924,-13.693487,-13.706103080177778,34.491371154785156,87.47593688964844,88.26854705810547,1.4931241016706442,0.2554542124271393,-34.390594,-12.806181,2.3074620617179304,-23.930655,-23.957103019555554,39.68207550048828,84.28389739990234,81.89655303955078,1.5508196119303612,0.013318692333996296
712,1,0,66037a88,33.6393,-35.205044,1.247808,4.606488219774102,-23.98661,-22.9954334528,46.61054611206055,120.07501220703125,111.98619842529297,4.58924077881882,1.8175060749053955,-36.947605,-8.424472,2.735036276058603,-25.924591,-25.723196349688887,44.923095703125,94.90869903564453,85.38416290283203,3.7569696737486673,0.893207311630249
713,0,1,da54e341,43.9202,-38.216511,-3.275866,2.675810535833274,-26.491322,-26.407490106666668,31.353281021118164,96.15670776367188,102.37928771972656,10.7533801871513,1.3726905584335327,-39.557644,-9.96583,2.4713481509598965,-30.013824,-30.144961274488892,38.422183990478516,106.14340209960938,88.24125671386719,7.028416024141505,0.7493841052055359
714,0,1,dd93047e,34.0655,-29.544456,1.987406,2.329408919697503,-19.082384,-19.12811315128889,29.69706153869629,85.19110870361328,85.05811309814453,8.188613688654579,0.7938351631164551,-34.403473,-5.64318,2.2545420037044352,-24.166893,-24.36531730382222,34.77727127075195,84.54071807861328,73.11799621582031,6.282936572167417,0.5926709771156311
715,0,1,4c060a7f,42.4026,-28.359089,20.325665,4.633695091840292,-16.519293,-15.976929334933331,45.98771286010742,157.48068237304688,135.79689025878906,15.780932011560793,3.1060678958892822,-35.2089,4.143054,3.826757670833052,-25.961346,-25.723876374400003,39.167476654052734,144.72720336914062,99.69596862792969,17.41984481576883,3.1914751529693604
716,1,0,755cabe3,45.2853,-34.972794,-3.895848,2.320803973328179,-22.104303,-22.17984699022222,32.26919174194336,94.00292205810547,85.37572479248047,3.9109833890964527,0.26771464943885803,-35.889977,-19.125599,2.1297956612128557,-24.870773,-25.026317127644447,35.65985107421875,86.61417388916016,70.69917297363281,0.45454403255108433,-0.450314998626709
717,0,1,f492c87d,37.3669,-31.042974,5.897276,2.9540834580956075,-20.087479,-19.982531349333335,24.85450553894043,98.1067886352539,106.87246704101562,10.197132179737654,1.6743180751800537,-37.589249,2.551669,3.0402025874206497,-26.109951,-26.201663326755554,28.988161087036133,116.03892517089844,98.23353576660156,16.50313725299703,2.4259541034698486
718,1,0,95be51e8,42.5591,-34.370903,-8.155197,2.355796045496853,-24.072708,-24.20603085493333,27.278888702392578,85.33663940429688,89.65153503417969,3.0424564147063826,0.3518894612789154,-39.634029,-17.467777,2.242780456518612,-29.622385,-29.733244264533333,35.287288665771484,93.24592590332031,79.32604217529297,1.5599460635139542,-0.10704728215932846
719,0,1,586b3dee,39.6536,-31.950188,-2.010028,2.5192165620755596,-22.801346,-22.76951016391111,26.992755889892578,83.55915832519531,92.14450073242188,8.317838182377907,1.2019449472427368,-37.408268,-15.557689,2.2613009149942647,-27.173033,-27.446355543644447,32.2546272277832,88.61436462402344,87.19833374023438,1.0266718615471433,-0.14239636063575745
720,0,1,f10fcdd5,39.6622,-23.879774,12.429814,3.1421107069432015,-14.034005,-13.855043275733333,27.409961700439453,112.66281127929688,97.9031753540039,17.662211527249006,2.7908213138580322,-36.389725,3.176257,3.422033700803595,-24.591152,-24.352019073066664,28.865724563598633,118.88690948486328,96.64363098144531,19.917401886903566,3.1966726779937744
721,1,0,aab472df,38.4608,-29.961758,-1.662627,2.842793902473508,-19.548788,-19.437332669866667,36.02849578857422,93.90609741210938,103.25154113769531,4.201593100928942,0.8807020783424377,-36.454613,-12.073441,2.390363627854764,-27.236187,-27.148440056711113,37.87632751464844,85.79859161376953,87.12896728515625,3.2360645002105226,0.3976399004459381
722,1,0,47e9b7d5,38.8085,-34.715858,3.982781,3.289837471874558,-24.661446,-24.35612548817778,33.258975982666016,90.56208038330078,119.68084716796875,15.862742375051774,2.8262085914611816,-35.546368,-8.617159000000001,2.35643124672398,-26.297672,-26.47123311911111,30.57569694519043,92.93348693847656,86.51521301269531,3.6131606355855697,0.3865569829940796
723,1,0,a47b7dee,32.2297,-30.232088,-9.097047,2.256021010480325,-19.864866,-20.003043704177774,24.945205688476562,88.82904815673828,78.55286407470703,0.47342887079148266,-0.2625349760055542,-35.428387,-19.605482,2.151055102828961,-25.131268,-25.325011001955552,32.42511749267578,94.99578094482422,71.11162567138672,0.31360731168230904,-0.45257294178009033
724,0,1,a2d9739d,38.1493,-33.343014,27.432783,6.4556053250232495,-20.501364,-18.777666844977773,45.65827178955078,184.1913604736328,193.55239868164062,8.391220843989567,2.3782918453216553,-37.557652,12.853812,4.815511631376557,-26.994843,-26.191572055111113,36.05551528930664,150.9394073486328,125.16573333740234,11.070775584763567,2.579035758972168
725,1,0,b110c6bf,35.3125,-31.835081,-1.954151,2.502075482486362,-20.799637,-20.924685288,38.39873504638672,83.93655395507812,79.0704574584961,4.081073786268115,0.49122634530067444,-35.916302,-18.531181,2.1413201595374436,-25.033691,-25.103594991288887,41.581298828125,79.9636459350586,74.4735336303711,0.30653096628238563,-0.35970479249954224
726,0,1,25d6248f,35.7863,-25.471245,12.978209,4.132466151164564,-16.753305,-16.25115337902222,31.503761291503906,95.65962982177734,133.07766723632812,15.934425373311655,3.2943592071533203,-32.315861,0.563855,3.5827674542410715,-23.16818,-22.794939163555558,34.71398162841797,97.11186981201172,105.02607727050781,14.20459565277643,2.9880220890045166
727,0,1,c70c9e1e,44.0116,-37.028664,8.932928,5.252228780009735,-27.130207,-26.217979433777778,37.934818267822266,148.576904296875,136.0347137451172,12.812349706629979,3.0453195571899414,-43.047729,8.01717,4.452246998924169,-30.481445,-30.087201582933332,44.55541229248047,154.9254913330078,114.00981903076172,15.923858273844871,3.18457293510437
728,1,0,f8c7b912,45.3362,-30.904425,-5.132608,2.275185206522425,-20.836374,-20.92560625671111,30.200660705566406,85.00346374511719,93.93864440917969,3.2266653188564227,0.21173882484436035,-35.90411,-15.71206,2.1482645475235325,-25.1602,-25.25315053191111,32.295921325683594,90.79857635498047,73.82808685302734,0.4766514499994621,-0.36605122685432434
729,0,1,d547b0d5,41.9016,-39.677494,-3.994799,2.719179273616743,-26.939617,-26.772706857777774,32.741859436035156,109.89685821533203,106.13310241699219,9.178898090153096,1.338042140007019,-38.339066,-13.233291,2.3788275725611703,-28.796408,-28.88086237422222,32.410301208496094,100.94102478027344,85.00303649902344,3.7608585710329265,0.3754206895828247
730,0,1,00e759b3,0.0,-25.38427,18.160849,3.646454440172767,-15.505297,-15.210719078222223,32.75041580200195,128.46946716308594,106.54873657226562,25.79804617918203,3.7186312675476074,-34.427277,-0.625047,2.6950706678471423,-24.646719,-24.582159264177776,35.631160736083984,108.2558364868164,87.44515228271484,11.819635100415121,1.7783734798431396
731,1,0,e9f69e5f,39.6261,-33.164406,2.9498100000000003,2.790152573401268,-21.122303,-21.15200542968889,27.5980167388916,98.95704650878906,106.1902084350586,13.239491929832774,1.8867714405059814,-36.356937,-13.298012,2.2583213518253267,-26.194517,-26.3194712096,28.618799209594727,88.73668670654297,87.48506164550781,1.7293707753183813,0.03794800117611885
732,1,0,f4a07073,42.565,-37.128757,-12.714418,2.366867023678156,-25.650455,-25.91268428853333,30.164125442504883,96.31208038330078,82.43292999267578,0.9311217786525221,-0.20815767347812653,-39.627087,-23.827015,2.0886694733864704,-29.615576,-29.652669248533332,32.36764907836914,86.03919219970703,69.86363220214844,0.25992345455218,-0.41684162616729736
733,1,0,4a57e4e6,38.4591,-33.258633,2.292634,3.004058654486945,-22.097952,-21.98175854862222,33.44032669067383,89.71322631835938,86.39641571044922,7.700356403514366,1.5635464191436768,-39.975368,-14.174173,2.577593066639092,-28.304567,-28.417698507911112,39.52423858642578,89.77490234375,87.36836242675781,2.634462832308728,0.469247967004776
734,1,0,fd6a8a9c,38.02,-36.523361,0.59855,3.6715932200098154,-25.237347,-24.9908211264,31.82171630859375,108.88995361328125,111.8740234375,12.832747784985918,2.7607202529907227,-37.543655,-12.683598,2.3278232798532685,-26.66124,-26.625977627022223,26.700204849243164,89.44965362548828,79.8419189453125,2.3361456822036644,0.26789894700050354
735,1,0,b09917f6,34.4721,-35.147575,-5.604933,2.5527536477864547,-25.095644,-25.18134961084444,41.40737533569336,81.41789245605469,84.32654571533203,6.489750927363563,0.9286691546440125,-35.14994,-14.177109,2.1728229939227615,-26.433647,-26.572988679111113,40.89896011352539,81.27537536621094,71.26593017578125,0.7927994902958928,-0.1292477399110794
736,1,0,7fe65b97,37.2802,-29.269379,-7.719603,2.2474227914717844,-19.589104,-19.705703229155556,23.697080612182617,91.50202178955078,86.10985565185547,1.0682104295302892,-0.1588674634695053,-34.884411,-18.687912,2.1068609429701075,-25.883907,-25.91428685511111,24.236652374267578,84.85335540771484,76.41177368164062,0.6387863807875984,-0.4782976508140564
737,1,0,6c166fcb,39.234,-33.933987,-6.889008,2.3376371137862266,-22.259357,-22.251307363555554,34.551513671875,85.92042541503906,91.77767944335938,3.0069089009977708,0.24193601310253143,-39.953979,-16.053671,2.283433373039622,-28.281948,-28.447265029333334,38.370784759521484,86.74668884277344,83.88345336914062,1.6781503826672992,-0.1824151873588562
738,1,0,1f39cbec,42.5598,-35.206352,-11.456752,2.3055347193937332,-25.665916,-25.929349331555557,30.696786880493164,97.33660125732422,85.95335388183594,1.6707093758300182,-0.11000525951385498,-39.643555,-15.294462,2.195547934566189,-29.184807,-29.070381574933336,33.989906311035156,96.78357696533203,71.62589263916016,1.0700968504603523,-0.18702448904514313
739,0,1,45aae75f,43.2964,-31.084026,20.158548,7.662443227015638,-20.048843,-17.792053002133333,55.51704406738281,205.01174926757812,133.143798828125,5.465552591563094,2.1425511837005615,-37.104279,6.759047,6.312837266900965,-26.537706,-25.034768127644444,41.75697326660156,145.6230010986328,114.42524719238281,7.148534764300106,2.506129503250122
740,0,1,f73d35c2,41.8495,-32.353252,33.752369,7.883971220458144,-20.62689,-18.180616583466666,71.9482421875,244.60382080078125,222.08087158203125,6.691656263230502,2.3615665435791016,-39.711838,18.396637,5.2537814565225425,-26.978159,-26.151444455999997,57.281856536865234,185.4839630126953,143.31495666503906,12.840886198956206,2.9476842880249023
741,0,1,a44f95c2,0.0,-35.01342,12.987949,5.770310688835439,-24.383879,-23.22289048728889,44.40028762817383,151.4578857421875,111.62141418457031,10.65822876632091,2.7600655555725098,-35.927982,6.034284,3.807325111864554,-26.711885,-26.242981418666666,35.2333984375,130.67388916015625,102.59556579589844,15.192960863928292,2.9649953842163086
742,0,1,c79106c3,0.0,-27.965937,-7.55668,2.273704398104006,-18.306644,-18.454828822044444,27.80377197265625,84.47252655029297,92.27775573730469,0.6709473971878834,-0.21740210056304932,-35.923687,-12.40081,2.2267580685937243,-25.821528999999998,-26.014399675377778,38.313507080078125,95.11087799072266,75.55725860595703,1.2128479602614215,-0.19497762620449066
743,1,0,b7ca0494,36.4751,-28.518234,2.6909520000000002,2.5425360763813374,-18.605694,-18.650075907377776,24.585660934448242,85.3475112915039,97.91206359863281,10.292817627340941,1.3558995723724365,-36.66877,-10.269953,2.2137764234223356,-24.87277,-24.9670520976,26.847110748291016,94.06463623046875,74.78732299804688,2.5622181371193022,0.15630938112735748
744,0,1,e19deae1,34.9664,-27.295181,8.438869,3.148410952764766,-16.097866,-15.979020988088887,25.873794555664062,107.16504669189453,101.65299987792969,13.467501457243479,2.379840850830078,-34.338058,-0.758169,3.1873578840641885,-24.326574,-24.17051172888889,32.445159912109375,110.7066421508789,93.22582244873047,12.169670446278971,2.3035449981689453
745,1,0,a4b0dabf,35.2954,-34.317726,0.644794,3.197570269989965,-24.538557,-24.327458073066666,46.06404495239258,89.56613159179688,101.09793090820312,13.285111611606844,2.5099947452545166,-35.905838,-15.989819,2.2435481642546016,-25.27177,-25.32996728,43.22429275512695,83.96473693847656,78.23560333251953,0.665199293609593,-0.2512305974960327
746,0,1,b7959fdd,42.5128,-38.341568,5.466504,3.008765622318282,-28.394936,-28.43005516977778,40.835506439208984,112.1463851928711,104.39019775390625,29.797856860852427,3.3590943813323975,-39.67939,-15.242091,2.203757047613232,-28.79738,-28.882671439111114,32.43766784667969,92.97036743164062,77.96253204345703,1.6598625622650163,-0.10391855984926224
747,0,1,efc00a93,42.4438,-30.630333,15.931309,6.312409124330333,-20.751667,-19.237728318933335,35.554290771484375,154.88287353515625,127.7947998046875,9.346152094147897,2.653562545776367,-41.259865,7.765103,5.610359702156045,-26.940308,-25.895066245511114,39.07345199584961,150.84957885742188,111.37368774414062,11.322457486610396,2.9219300746917725
748,1,0,0f467f8a,37.6866,-28.006432,-3.6355500000000003,2.299029945389185,-18.464067,-18.488095181155558,29.868860244750977,78.88169860839844,80.16300201416016,2.938468418538455,0.3429892659187317,-37.550499,-17.994913,2.150442585694009,-26.363281,-26.500960017955556,34.17433166503906,77.93673706054688,77.65750885009766,0.7581191740417128,-0.4904737174510956
